"Hello! You must be @."	"你好！你就是@吧。"	"60367/u 0"
"I'm Robin, the local carpenter. Mayor Lewis sent me here to fetch you and show you the way to your new home. He's there right now, tidying things up for your arrival."	"我叫羅賓，是這裡的木匠。路易斯鎮長派我來接你，他正在整理你的新家呢。"	"60367/u 0"
"The farm's right over here, if you'll follow me."	"農場就在那邊，跟我來吧。"	"60367/u 0"
"This is %farm farm."	"這裡就是%farm農場。"	"60367/u 0"
"What's the matter?"	"怎麼了？"	"60367/u 0"
"Sure, it's a bit overgrown, but there's some good soil underneath that mess!"	"雖然到處都是雜草，但是下面的土壤可是很肥沃的！"	"60367/u 0"
"With a little dedication you'll have it cleaned up in no time."	"只要有點耐心，很快就能清理乾淨的。"	"60367/u 0"
"...And here we are, your new home."	"……鐺鐺鐺鐺，這裡就是你的新家。"	"60367/u 0"
"Ah, the new farmer!"	"啊，新來的農夫到了！"	"60367/u 0"
"Welcome! I'm Lewis, Mayor of Pelican Town."	"歡迎你！我叫路易斯，是星露谷的鎮長。"	"60367/u 0"
"You know, everyone's been asking about you."	"你不知道，很多人都對你很好奇。"	"60367/u 0"
"It's not every day that someone new moves in. It's quite a big deal!"	"這裡很少有人搬來，所以你瞬間成了大家關注的對象！"	"60367/u 0"
"So... You're moving into your grandfather's old cottage."	"那麼……你就要搬進你爺爺的舊房子了。"	"60367/u 0"
"It's a good house... very 'rustic'."	"這是間很好的屋子……很有「鄉土味」。"	"60367/u 0"
"Rustic? That's one way to put it... "	"鄉土味？雖然這麼說也沒錯……"	"60367/u 0"
"'Crusty' might be a little more apt, though."	"但我覺得「頑固」還差不多。"	"60367/u 0"
"Rude!"	"太沒禮貌了！"	"60367/u 0"
"Don't listen to her, @. She's just trying to make you dissatisfied so that you buy one of her house upgrades."	"別聽她胡說，@。她只是想哄你找她擴建房子。"	"60367/u 0"
"Hmmph."	"嗯。"	"60367/u 0"
"Anyway... You must be tired from the long journey. You should get some rest."	"總之……趕了那麼遠的路一定累了吧，你該去休息一下了。"	"60367/u 0"
"Tomorrow you ought to explore the town a bit and introduce yourself."	"明天你應該到鎮上認識一下大家。"	"60367/u 0"
"The townspeople would appreciate that."	"大家都很想見見你。"	"60367/u 0"
"Oh, I almost forgot. If you have anything to sell, just place it in this box here. I'll come by during the night to collect it."	"哦，差點忘了。如果你有想出售的東西，放在這個箱子裡就行了。我每天晚上都會過來收走。"	"60367/u 0"
"Well... Good luck!"	"那麼……祝你好運！"	"60367/u 0"
"Hi @. Thanks for coming."	"嗨，@。你來啦。"	"4081148/e 47/t 1600 1900"
"Well, our gear's loaded already... Looks like everything's set."	"嗯，我們已經整裝待發……一切都進展順利。"	"4081148/e 47/t 1600 1900"
"Alright, everyone... let's get in the bus!"	"那好，所有人注意……上車吧！"	"4081148/e 47/t 1600 1900"
"*gulp*... I'm starting to get really nervous."	"（深呼吸）……我開始有點緊張了。"	"4081148/e 47/t 1600 1900"
"Okay, here we are... wish me luck!"	"好的，我們到了……祝我好運吧！"	"4081148/e 47/t 1600 1900"
"Hey. The show was a great success! Thanks again, @."	"嘿，演出大獲成功！再次謝謝你了，@。"	"4081148/e 47/t 1600 1900"
"Hey, there you are!"	"嘿，你來了啊！"	"9581348/e 2128292/t 1600 1800"
"I'm glad you decided to come. We should get going..."	"我非常開心你能過來。我們該動身了……"	"9581348/e 2128292/t 1600 1800"
"We're almost there..."	"我們快到了……"	"9581348/e 2128292/t 1600 1800"
"*gulp* ...pre-game nerves..."	"嗝……比賽前總感到緊張不安……"	"9581348/e 2128292/t 1600 1800"
"Here, I got you another cold one..."	"來，我幫你帶了一瓶冷飲……"	"9581348/e 2128292/t 1600 1800"
"Hey, I've been meaning to say... "	"嗨，我只是想說……"	"9581348/e 2128292/t 1600 1800"
"Thanks for sticking with me through everything... my anxiety, depression... you know..."	"謝謝你陪我一起度過這一切……你懂的……我的焦慮和沮喪。"	"9581348/e 2128292/t 1600 1800"
"You've been a really good friend to me."	"你讓我意識到你對我來說真的很重要。"	"9581348/e 2128292/t 1600 1800"
"Anyway...  it's your first gridball game, huh?"	"話說，這是你第一次看橄球比賽吧？"	"9581348/e 2128292/t 1600 1800"
"Well, what do you think?"	"好吧，你在想什麼呢？"	"9581348/e 2128292/t 1600 1800"
"Noisy... It makes me appreciate how peaceful it is back home."	"這讓我意識到家裡是多麼地讓人感到安逸。"	"9581348/e 2128292/t 1600 1800"
"Fun... Pelican Town seems really boring in comparison."	"相比之下，鵜鶘鎮讓人感到很無聊。"	"9581348/e 2128292/t 1600 1800"
"Gahh!! Look, the Tunnelers are on the attack!"	"啊！看，掘隧人在進攻！"	"9581348/e 2128292/t 1600 1800"
"Goal!!"	"進球了！"	"9581348/e 2128292/t 1600 1800"
"Goal!"	"進球了！"	"9581348/e 2128292/t 1600 1800"
"Oh!..."	"哦！……"	"9581348/e 2128292/t 1600 1800"
"Um... Sorry... I got carried away there."	"嗯……對不起……我最好離你遠一點。"	"9581348/e 2128292/t 1600 1800"
"Maybe I had one too many..."	"我怕我會克制不住自己……"	"9581348/e 2128292/t 1600 1800"
"Well... that was definitely a good game."	"嗯……真是場精彩的比賽。"	"9581348/e 2128292/t 1600 1800"
"Oh, yeah... and we won, too."	"噢，耶……而且我們也贏了。"	"9581348/e 2128292/t 1600 1800"
"Well... see you soon."	"那……下次見了。"	"9581348/e 2128292/t 1600 1800"
